# Generated by cmd/dp-string-census (make string-census-update). Do not edit by hand.
# C player-facing segments no Go segment contains (port gaps).
# columns: segment	file:line	sink	function
A ray of flame bursts out of	src/spec_procs3.c:555	act	turn_undead
You break	src/spec_procs3.c:627	act	mirror
into tiny pieces!	src/spec_procs3.c:627	act	mirror
into a million pieces!	src/spec_procs3.c:628	act	mirror
shatters	src/spec_procs3.c:628	act	mirror
appears in a brilliant flash!	src/spec_procs3.c:636	act	mirror
disappears in a brilliant flash!	src/spec_procs3.c:648	act	mirror
appears in a brilliant flash!	src/spec_procs3.c:655	act	mirror
I ain't for sale, just rent. Give me 5 gold for a good time.	src/spec_procs3.c:691	buffered:sprintf	prostitute
For five coins, I'll show you a good time.	src/spec_procs3.c:699	buffered:sprintf	prostitute
It will cost	src/spec_procs3.c:825	buffered:sprintf	mortician
coins to retrieve your corpse.	src/spec_procs3.c:825	buffered:sprintf	mortician
I'm sorry, you can't afford the cost.	src/spec_procs3.c:832	buffered:sprintf	mortician
I'm sorry, I can't find your corpse anywhere!	src/spec_procs3.c:849	buffered:sprintf	mortician
Why don't you sign up for training? Just head south through those doors!	src/spec_procs3.c:915	buffered:sprintf	recruiter
Hey now! None of that voodoo mumbo jumbo in my office!	src/spec_procs3.c:923	buffered:sprintf	recruiter
The talisman of	src/spec_procs3.c:976	buffered:sprintf	elements_master_column
glows softly and your vision fades. When you wake...	src/spec_procs3.c:976	buffered:sprintf	elements_master_column
You feel a tingling sensation and your vision fades. When you wake...	src/spec_procs3.c:979	buffered:sprintf	elements_master_column
The four talismans glow softly and your vision fades. When you wake...	src/spec_procs3.c:990	buffered:sprintf	elements_master_column
vanishes in a brilliant flash of light.	src/spec_procs3.c:994	act	elements_master_column
A wave of power surges through you and you feel dizzy.	src/spec_procs3.c:1015	buffered:sprintf	elements_platforms
A green cylinder of light extends upwards from the pillar.	src/spec_procs3.c:1100	buffered:sprintf	elements_load_cylinders
A yellow cylinder of light extends upwards from the pillar.	src/spec_procs3.c:1107	buffered:sprintf	elements_load_cylinders
A red cylinder of light extends upwards from the pillar.	src/spec_procs3.c:1114	buffered:sprintf	elements_load_cylinders
A blue cylinder of light extends upwards from the pillar.	src/spec_procs3.c:1121	buffered:sprintf	elements_load_cylinders
Four beams of colored light from the corners of the chamber converge around you.	src/spec_procs3.c:1171	buffered:sprintf	elements_galeru_column
is struck by four beams of colored light and slowly vanishes!	src/spec_procs3.c:1173	act	elements_galeru_column
materialises from nowhere in a swirl of colors.	src/spec_procs3.c:1177	act	elements_galeru_column
eyes and utters the words, '%s'.	src/spell_parser.c:295	buffered:sprintf	say_spell
and utters the words, '%s'.	src/spell_parser.c:297	buffered:sprintf	say_spell
stares at	src/spell_parser.c:297	buffered:sprintf	say_spell
and focuses	src/spell_parser.c:304	buffered:sprintf	say_spell
stares at	src/spell_parser.c:304	buffered:sprintf	say_spell
and utters the words, '%s'.	src/spell_parser.c:310	buffered:sprintf	say_spell
stares at	src/spell_parser.c:310	buffered:sprintf	say_spell
and focuses	src/spell_parser.c:312	buffered:sprintf	say_spell
stares at	src/spell_parser.c:312	buffered:sprintf	say_spell
utters the words, '%s'.	src/spell_parser.c:317	buffered:sprintf	say_spell
stares at you and utters the words, '	src/spell_parser.c:337	buffered:sprintf	say_spell
will on you...	src/spell_parser.c:340	buffered:sprintf	say_spell
Your magic fizzles out and dies.	src/spell_parser.c:419	send_to_char	call_magic
's magic fizzles out and dies.	src/spell_parser.c:420	act	call_magic
Your will fades, disturbed by an unseen force.	src/spell_parser.c:424	send_to_char	call_magic
's will fades, disturbed by an unseen force.	src/spell_parser.c:425	act	call_magic
You cannot do this sitting!	src/spell_parser.c:432	send_to_char	call_magic
White light from no particular source suddenly fills the room, then vanishes.	src/spell_parser.c:447	act	call_magic
SYSERR: Unknown spellnum	src/spell_parser.c:532	buffered:sprintf	call_magic
in manual assign	src/spell_parser.c:532	buffered:sprintf	call_magic
three times on the ground.	src/spell_parser.c:580	act	mag_objectmagic
three times on the ground.	src/spell_parser.c:584	act	mag_objectmagic
You point	src/spell_parser.c:615	act	mag_objectmagic
at yourself.	src/spell_parser.c:615	act	mag_objectmagic
You point	src/spell_parser.c:620	act	mag_objectmagic
You point	src/spell_parser.c:633	act	mag_objectmagic
At what should	src/spell_parser.c:641	act	mag_objectmagic
be pointed?	src/spell_parser.c:641	act	mag_objectmagic
You recite	src/spell_parser.c:684	act	mag_objectmagic
which dissolves.	src/spell_parser.c:684	act	mag_objectmagic
SYSERR: cast_spell trying to call spellnum	src/spell_parser.c:834	buffered:sprintf	cast_spell
You can only cast this spell upon yourself!	src/spell_parser.c:881	send_to_char	cast_spell
You can only will this power upon yourself!	src/spell_parser.c:883	send_to_char	cast_spell
You cannot cast this spell upon yourself!	src/spell_parser.c:889	send_to_char	cast_spell
You cannot will this power upon yourself!	src/spell_parser.c:891	send_to_char	cast_spell
You cannot use this power if you are not in a group!	src/spell_parser.c:899	send_to_char	cast_spell
Cast what where?	src/spell_parser.c:937	send_to_char	do_cast
Will what?	src/spell_parser.c:939	send_to_char	do_cast
Spell names must be enclosed in the magick symbols: '	src/spell_parser.c:945	send_to_char	do_cast
Psionic powers must be enclosed in the symbols: '	src/spell_parser.c:948	send_to_char	do_cast
Cast what?!?	src/spell_parser.c:958	send_to_char	do_cast
Will what?!?	src/spell_parser.c:960	send_to_char	do_cast
You do not know that spell!	src/spell_parser.c:965	send_to_char	do_cast
You are not learned in that power!	src/spell_parser.c:967	send_to_char	do_cast
You are unfamiliar with that spell.	src/spell_parser.c:972	send_to_char	do_cast
You are unfamiliar with that power.	src/spell_parser.c:974	send_to_char	do_cast
should the spell be cast?	src/spell_parser.c:1040	buffered:sprintf	do_cast
should the power be willed?	src/spell_parser.c:1045	buffered:sprintf	do_cast
You shouldn't cast that on yourself -- could be bad for your health!	src/spell_parser.c:1056	send_to_char	do_cast
Exerting that power on yourself could be harmful!	src/spell_parser.c:1059	send_to_char	do_cast
Cannot find the target of your spell!	src/spell_parser.c:1066	send_to_char	do_cast
Cannot find the target of your will!	src/spell_parser.c:1068	send_to_char	do_cast
You haven't the energy to cast that spell!	src/spell_parser.c:1074	send_to_char	do_cast
You haven't the energy to will that power!	src/spell_parser.c:1076	send_to_char	do_cast
SYSERR: attempting assign to illegal spellnum	src/spell_parser.c:1123	buffered:sprintf	spell_level
' to illegal class	src/spell_parser.c:1129	buffered:sprintf	spell_level
SYSERR: assigning '	src/spell_parser.c:1129	buffered:sprintf	spell_level
' to illegal level	src/spell_parser.c:1136	buffered:sprintf	spell_level
SYSERR: assigning '	src/spell_parser.c:1136	buffered:sprintf	spell_level
is filled.	src/spells.c:112	act	ASPELL
You cannot create water in that!	src/spells.c:116	send_to_char	ASPELL
The gods deny thy magick.	src/spells.c:175	send_to_char	ASPELL
You can only will this power upon yourself!	src/spells.c:180	send_to_char	ASPELL
The magic words fail to form properly.	src/spells.c:185	send_to_char	ASPELL
The magic fails utterly!	src/spells.c:191	send_to_char	ASPELL
The world around you turns black and you suddenly find yourself..	src/spells.c:201	send_to_char	ASPELL
Who do you want this done to?	src/spells.c:211	send_to_char	ASPELL
You lack the proper glyphs to perform this magick.	src/spells.c:231	send_to_char	ASPELL
Sorry, but you need to be summonable to summon other players.	src/spells.c:239	send_to_char	ASPELL
just tried to summon you to:	src/spells.c:246	buffered:sprintf	ASPELL
just tried to summon you to:	src/spells.c:272	buffered:sprintf	ASPELL
Your spell backfires!	src/spells.c:303	send_to_char	ASPELL
disappears suddenly.	src/spells.c:304	act	ASPELL
arrives suddenly.	src/spells.c:314	act	ASPELL
just tried to summon you to:	src/spells.c:322	buffered:sprintf	ASPELL
disappears suddenly.	src/spells.c:332	act	ASPELL
arrives suddenly.	src/spells.c:342	act	ASPELL
Your magick suddenly dissolves into a wash of brilliant colours, and then, nothing.	src/spells.c:370	send_to_char	ASPELL
is being carried by	src/spells.c:378	buffered:sprintf	ASPELL
is being worn by	src/spells.c:390	buffered:sprintf	ASPELL
's location is uncertain.	src/spells.c:394	buffered:sprintf	ASPELL
You sense nothing.	src/spells.c:403	send_to_char	ASPELL
You like yourself even better!	src/spells.c:415	send_to_char	ASPELL
Your victim is protected by sanctuary!	src/spells.c:417	send_to_char	ASPELL
Your victim resists!	src/spells.c:419	send_to_char	ASPELL
You fail.	src/spells.c:423	send_to_char	ASPELL
Sorry, following in circles can not be allowed.	src/spells.c:427	send_to_char	ASPELL
Your victim resists!	src/spells.c:430	send_to_char	ASPELL
Your power fails to effect them because you are not an Outlaw!	src/spells.c:441	send_to_char	ASPELL
in not an Outlaw!	src/spells.c:442	buffered:sprintf	ASPELL
tried to control you but failed because	src/spells.c:442	buffered:sprintf	ASPELL
just such a nice fellow?	src/spells.c:465	act	ASPELL
You feel informed:	src/spells.c:489	send_to_char	ASPELL
', Item type:	src/spells.c:490	buffered:sprintf	ASPELL
Object '	src/spells.c:490	buffered:sprintf	ASPELL
CASTING_EQ	src/spells.c:492	buffered:strcat	ASPELL
Item will give you following abilities:	src/spells.c:501	send_to_char	ASPELL
Item is:	src/spells.c:507	send_to_char	ASPELL
maximum charge	src/spells.c:535	buffered:sprintf	ASPELL
remaining.	src/spells.c:535	buffered:sprintf	ASPELL
Damage Dice is '	src/spells.c:541	buffered:sprintf	ASPELL
for an average per-round damage of	src/spells.c:543	buffered:sprintf	ASPELL
AC-apply is	src/spells.c:548	buffered:sprintf	ASPELL
Can affect you as :	src/spells.c:560	send_to_char	ASPELL
Permanent	src/spells.c:565	buffered:sprintf	ASPELL
when equipped.	src/spells.c:565	buffered:sprintf	ASPELL
Affects:	src/spells.c:571	buffered:sprintf	ASPELL
Extra damage to:	src/spells.c:575	buffered:sprintf	ASPELL
You cannot identify them yet.	src/spells.c:584	send_to_char	ASPELL
The magicks fail horribly!	src/spells.c:589	send_to_char	ASPELL
days and	src/spells.c:599	buffered:sprintf	ASPELL
hours old.	src/spells.c:599	buffered:sprintf	ASPELL
cm, Weight	src/spells.c:604	buffered:sprintf	ASPELL
, Damroll:	src/spells.c:608	buffered:sprintf	ASPELL
, Hitroll:	src/spells.c:608	buffered:sprintf	ASPELL
glows blue.	src/spells.c:647	act	ASPELL
glows red.	src/spells.c:652	act	ASPELL
glows yellow.	src/spells.c:655	act	ASPELL
Already a werewolf.	src/spells.c:668	send_to_char	ASPELL
Already a creature of the night.	src/spells.c:673	send_to_char	ASPELL
You feel a strange sensation in your bones...	src/spells.c:676	send_to_char	ASPELL
Specify a target.	src/spells.c:682	send_to_char	ASPELL
You are splashed in the face with HOT coffee,	src/spells.c:696	send_to_char	ASPELL
but feel much more sober.	src/spells.c:697	send_to_char	ASPELL
The bowels of hell open beneath your feet!!	src/spells.c:714	send_to_char	ASPELL
The shrieks of demons accompany the sounds of fire..	src/spells.c:715	send_to_zone	ASPELL
conjures the flames of hell upon	src/spells.c:717	act	ASPELL
enemies!!	src/spells.c:717	act	ASPELL
The fires of hell scorch the skin of	src/spells.c:733	act	ASPELL
The fires of hell bring you to your knees!	src/spells.c:739	act	ASPELL
The fires of hell bring	src/spells.c:741	act	ASPELL
The soul of	src/spells.c:751	act	ASPELL
is charred by the flames of hell!	src/spells.c:751	act	ASPELL
The flames of hell spring up around you!!	src/spells.c:759	act	ASPELL
Already a vampire.	src/spells.c:774	send_to_char	ASPELL
Already a creature of the night.	src/spells.c:779	send_to_char	ASPELL
You feel a strange sensation in your blood!	src/spells.c:782	send_to_char	ASPELL
Specify a target.	src/spells.c:788	send_to_char	ASPELL
You can sense poison in your blood.	src/spells.c:801	send_to_char	ASPELL
You feel healthy.	src/spells.c:803	send_to_char	ASPELL
You sense that	src/spells.c:808	act	ASPELL
is poisoned.	src/spells.c:808	act	ASPELL
You sense that	src/spells.c:811	act	ASPELL
is healthy.	src/spells.c:811	act	ASPELL
You sense that	src/spells.c:823	act	ASPELL
has been contaminated.	src/spells.c:823	act	ASPELL
You sense that	src/spells.c:826	act	ASPELL
is safe for consumption.	src/spells.c:826	act	ASPELL
You sense that it should not be consumed.	src/spells.c:830	send_to_char	ASPELL
glows blue.	src/spells.c:858	act	ASPELL
glows red.	src/spells.c:863	act	ASPELL
glows yellow.	src/spells.c:866	act	ASPELL
You begin to meditate deeply, focusing your thoughts only on healing.	src/spells.c:873	send_to_char	ASPELL
sinks into a deep, meditative sleep.	src/spells.c:875	act	ASPELL
and creates an arrow.	src/spells.c:904	act	ASPELL
takes a strip of cloth from	src/spells.c:904	act	ASPELL
You create an arrow from	src/spells.c:906	act	ASPELL
With a searing pain, your psionic energy recoils!	src/spells.c:925	send_to_char	ASPELL
Cannot find the target of your will!	src/spells.c:931	send_to_char	ASPELL
You feel like you're being watched.	src/spells.c:946	send_to_char	ASPELL
You send out your mental voice...	src/spells.c:967	send_to_char	ASPELL
Your psionic energy recoils!	src/spells.c:970	send_to_char	ASPELL
You sense	src/spells.c:974	act	ASPELL
intentions even from where you are, and change	src/spells.c:974	act	ASPELL
Do you want it to get better or worse?	src/spells.c:1005	send_to_char	ASPELL
You draw a magic circle on the ground.	src/spells.c:1019	send_to_char	ASPELL
draws a magic circle on the ground.	src/spells.c:1020	act	ASPELL
You begin to chant slowly, drawing power from	src/spells.c:1067	buffered:sprintf	ASPELL
chants slowly, drawing power from	src/spells.c:1070	act	ASPELL
appears before you!	src/spells.c:1075	buffered:sprintf	ASPELL
glows brightly, and	src/spells.c:1075	buffered:sprintf	ASPELL
You begin to chant, but nothing seems to happen.	src/spells.c:1082	send_to_char	ASPELL
begins to chant slowly, but nothing seems to happen.	src/spells.c:1083	act	ASPELL
You can only do this outdoors!	src/spells.c:1105	send_to_char	ASPELL
Your incantation brings the heavens down upon your victims!	src/spells.c:1109	send_to_char	ASPELL
finishes	src/spells.c:1110	act	ASPELL
incantation, bright lights from the heavens streak downward towards you.	src/spells.c:1110	act	ASPELL
You divide yourself in two!	src/spells.c:1152	send_to_char	ASPELL
self in two!	src/spells.c:1153	act	ASPELL
Your request for intervention falls on deaf ears.	src/spells.c:1185	send_to_char	ASPELL
You pray for the intervention of your deity.	src/spells.c:1195	send_to_char	ASPELL
grovels in the dirt and prays for a miracle.	src/spells.c:1196	act	ASPELL
steps through the portal!	src/spells.c:1213	act	ASPELL
's tattoo glows brightly for a second, and	src/tattoo.c:67	act	use_tattoo
Files available to be edited:	src/tedit.c:68	send_to_char	do_tedit
Invalid text editor option.	src/tedit.c:88	send_to_char	do_tedit
hit death trap #	src/utils.c:146	buffered:sprintf	log_death_trap
<INVALID BITVECTOR>	src/utils.c:250	buffered:strcpy	sprintbit
UNDEFINED	src/utils.c:259	buffered:strcat	sprintbit
UNDEFINED	src/utils.c:281	buffered:strcpy	sprinttype
started hunting	src/utils.c:723	buffered:sprintf	set_hunting
UNDEFINED	src/utils.c:809	buffered:snprintf	sprintnbit
The suns rise in the east and north.	src/weather.c:58	send_to_outdoor	another_hour
The day has begun.	src/weather.c:64	send_to_outdoor	another_hour
The suns slowly disappear in the west and south.	src/weather.c:68	send_to_outdoor	another_hour
The night has begun.	src/weather.c:80	send_to_outdoor	another_hour
The sky starts to get cloudy.	src/weather.c:203	send_to_outdoor	weather_change
It starts to rain.	src/weather.c:207	send_to_outdoor	weather_change
The clouds disappear.	src/weather.c:211	send_to_outdoor	weather_change
Lightning starts to show in the sky.	src/weather.c:215	send_to_outdoor	weather_change
The rain stops.	src/weather.c:219	send_to_outdoor	weather_change
The lightning stops.	src/weather.c:223	send_to_outdoor	weather_change
------------------	src/whod.c:153	send_to_char	do_whod
Current WHOD mode:	src/whod.c:153	send_to_char	do_whod
Available modes are:	src/whod.c:162	send_to_char	do_whod
That mode does not exist.	src/whod.c:162	send_to_char	do_whod
WHOD already turned on.	src/whod.c:179	send_to_char	do_whod
WHOD turned on.	src/whod.c:186	send_to_char	do_whod
WHOD turned on by	src/whod.c:187	buffered:sprintf	do_whod
WHOD already turned off.	src/whod.c:197	send_to_char	do_whod
WHOD turned off.	src/whod.c:204	send_to_char	do_whod
WHOD turned off by	src/whod.c:205	buffered:sprintf	do_whod
